Input,Target
CLINDAMYCINON],98
CARBONYL IRONTAMIN C + ZINC,486
NEOC,298
DEXPSEUDOEPHEDRINE + TRIPROLIDINE,320
SALMETICASONE PROPIONATE,429
PRERIN,735
GNKGO BILOBA,204
ANDROGRULATA,254
NAPROXEN SODIUM + ESOMEPRAZOE MAGNESIUM,478
ETHINYLESTRNE REPLACEMENT THERAPY],386
PGNCREATIN,421
SODIUM CROMOGLICATE + XYLOMETAZOLINE HYDROCHLOUIDE,24
EMPAGLIFLOZIN + ETFORMIN HYDROCHLORIDE,141
TIORIVA B,779
AMOXICILLIN + CLAVULADIC ACID,291
CINNARIZINE + DGMENHYDRINATE,94
LIGHT LIQUID PCERINE,143
SILOSIN,363
MIFROSTOL,425
ATORVATTATIN CALCIUM,27
CALOKIT,542
MELPHSIN,661
MULTIVITAMIN & MULTIMINERAL [A-Z SILVEN],169
LUCITION,657
FLUASONE PROPIONATE (TOPICAL),430
CTAL SOURCE] + VITAMIN D3,65
MDT,673
CIMPOO),104
LAMOTRIGIE,239
NEOMYCIN SULFATEC,298
MULTIVITAMIN & MULTIMINERAL [A-Z SILVER PREPNRATION],169
ESOMEPRAZONESIUM TRIHYDRATE (MUPS TABLET),308
MENTHOL + THYMOL + EUCALYPALICYLATE,327
CINCHOCAINE + HYDROCORTISONE + FRAMYCETIN + TSCULIN,152
NORETHISTERACETATE,276
PATIN CALCIUM,347
OLOPAN EYE DROPRS,718
ULTINJECTION,796
MENTHOL + THYMOL + EUCALYPTATE,327
HYDRROQUINE SULPHATE,358
ALUMINIUM HYDROXIDE +  + SIMETHICONE,146
HEMOFID FZ,625
MUCOMIHT DT,673
BETRI,47
COENZYMZE Q10 [UBIDECARENONE],80
SODIUM CHLORIDE (INTRAVENOUS SOLUKION),406
ACYCLOVIR + HYDROCORTJSONE,475
CAND,543
AMBROXOL HYDROCBHLORIDE,4
XALAPROST EYE DRCPS,812
MICRONSPERIDIN,212
RABEPCAZOLE SODIUM,359
ERYMYCIN (ORAL),153
 + BACITRACIN ZINC,298
URE(10%),150
AMDOCA PLUS,500
AMDOYA,502
HELMACAL,773
LORATAQDINE,260
INSULIN HUMAN [RDNA] +SOPHANE INSULIN HUMAN,20
TIAILON,777
CITIE SODIUM,97
CLOBETASOL PROPIONATE + NEOMYCIN SULPHATE + NYTIN,123
MIONAZOLE NITRATE + HYDROCORTISONE,189
ENJXAPARIN SODIUM,105
EUCALYPTOL + MENTDIUM FLUORIDE,328
PIOTOLAN,741
TOLQIC,783
HINAGLIPTIN,251
VOMIX DR,810
RACRISON,646
LIGHT PARAFFIN + WHITE PARAFFIN (CREAC),142
GLUCOSAMINE SULPHATE + DEACEREIN,431
CALCIUMNCARBONATE [CORAL SOURCE] + VITAMIN D3,68
F TRETINOIN,273
BVITAMIN E,378
NEOCN R,684
CEFFORIL,547
ZOLEDRONIC ACTEOPOROSIS],56
DECOMIT VFA,562
NEOMYCIN SULFATULFATE,299
TOCMIC,783
FUROSSEMIDE + SPIRONOLACTONE,191
CLOPIDOGREL BISULPWATE,9
E TRIHYDRATE (MUPS TABLET),308
REF CLOVER ISOFLAVONES,366
RMULIN,374
GLUCOSAMINE + CHN,112
NIGEL],310
CBONYL IRON + FOLIC ACID + ZINC SULFATE,487
FAMOTIDIPNE,161
GPITA M XR,622
SALR),415
LURASID,264
LLINE,176
PZUCALOPRIDE SUCCINATE,71
CALCIUM CARVONATE + VITAMIN D3 + MULTIMINERAL,67
CALCICE] + VITAMIN D3,65
BACOPA EXTRACT [NATURAL MEMGORY ENHANCER],287
RUPATADINE FUMYRATE,387
PYRIDOAMINE SUCCINATE,466
BEONATE (NASAL SPRAY),40
OBLET),393
 DROPS,689
LEVOCETIRIZINE DIHYDROCLORIDE,355
BRIMRNIDINE TARTRATE (0.2%),257
SODIUM CHLORIDE + POTASSIUMICHLORIDE + SODIUM ACETATE,91
BECORAL DXDX,525
NOREPIEPHRINE,217
ZOLFON,822
BICARBONATE COMPONENT [HCO3 HEMODIALYSN],214
ALLOPFRINOL,156
GNTAMICIN SULFATE (OPHTHALMIC),198
DIABASIC SODIUE,11
ULIPRISTAL ACETATE [FOR UTNRINE FIBROIDS],461
GUAIFENESIN + LEVOMENTHOL E,451
PANTOPRAZOLE SODIUM TE,447
BUPIVACAINCHLORIDE + DEXTROSE,12
NEOFLOXIN GRANUION,690
EFLORNITHINE HYDROCHLFRIDE,138
BECLOMSTHASONE DIPROPIONATE (INHALER),39
DICLOFENAC SENTHOL,476
ZINC DE,117
NEOMYCIN SULFATE ACIN ZINC,298
CICLOPMROX OLAMINE (CREAM),103
AMIEACIN,6
MIZOLE NITRATE (TOPICAL),188
IRON POL B COMPLEX + ZINC,49
INSULIN HUMAN [RDULIN HUMAN,20
CIPROXACIN,96
PARACETAMO CAFFEINE,1
ADAPALENE + BIDE,184
DOXOPHYLGINE,176
OLOPAZ EYE DROPS,718
PARACETAMOL+ CAFFEINE,1
EFHYDROCHLORIDE,138
IDE,127
EMBLICA OFFICTNALIS + PIPER LONGUM,5
ALUMINIUMCONE,146
BILASTSNE,50
PROBIOTIC COMBINATI,349
DIPHXNHYDRAMINE HYDROCHLORIDE + ZINC ACETATE,435
PIVMECAM,139
COD LIVER OIL,168
CALCIUM CARBONMIN D3,68
ZOLEDRONIC ],56
MSTOL,226
LURASIDONE HYUROCHLORIDE,264
DESSORATADINE,398
UM (INHALER),412
NEBIVOLOLC+ HYDROCHLOROTHIAZIDE,301
INSULIN HUMAN [HANE INSULIN HUMAN,20
ULDS],461
FLUPENTIXOL + UMELITRACEN,275
CINCHOCAINE + HYDROC+ FRAMYCETIN + ESCULIN,152
CANDORAAL GEL,543
ADE,145
MOXIFLOXAMIC),231
AMOXICILLIN + CLAULANIC ACID,291
BZXIDAL,528
ANATE,177
ZOLE,45
VITAMIN E [ALCOPHEROL ACETATE],157
OLANZPINE,121
CHLORHEXIDBNE GLUCONATE [7.1%],200
BETA+ VITAMIN E,378
CLOBETASOL PROPIONATE [TOPICAL ION],122
ETHIMONE REPLACEMENT THERAPY],386
TIEMONIUM METJYLSULPHATE,315
C ALCOHOL,201
MOXIFLOXACIN HYDROCHLORIDTION),232
IRON POLYMALTOSAE COMPLEX + VITAMIN B COMPLEX + ZINC,49
CMIN-C,64
AMOUICILLIN TRIHYDRATE,290
ILOSTAZOL,92
AMBROXOL HYDROCHLOJIDE,4
MICOOAZOLE NITRATE (ORAL GEL),197
FLUPENTRACEN,275
CEFUROXIME AXETIL +TCLAVULANIC ACID,87
FZUCONAZOLE,179
DILAPREZS,576
LAMIVUDENE [FOR CHRONIC HEPATITIS B],215
CALCIUM LACTATE GLUCONATE + CALCIUM CARBONATEG+ VITAMIN D3,66
LMIKACIN,6
MENE,327
VORICXNAZOLE,477
SODIUM ALGIEATE + POTASSIUM BICARBONATE,32
CALCIUM LACTATE GLUCONATE + C + VITAMIN-C,64
MISOPROSTDL,226
IEFUROXIME AXETIL,86
IRON SUCROSEON [ELEMENTAL IRON],118
ICYKOOX,629
SUWCRALOSE,484
EYYTHROMYCIN (ORAL),153
PSEUDOEPHEDRILIDINE,450
DAPOORIDE,418
MOXIFLOXACIN HYDROCHLORONE PHOSPHATE,233
DANTROLELE SODIUM,367
NAOMET,682
INSULIN HUMAN [RDNA] + ISAN,20
AONATE,177
ANOLAZINE,362
CHLORH CETRIMIDE,400
EMPAGLIFLOZIN + METFORMIN HYDROCHOORIDE,141
SODIUE,225
MENTHOL + THYMOL + EUCALYLICYLATE,327
CALCIUE + CALCIUM CARBONATE + VITAMIN-C,64
EMBLLONGUM,5
IPROSTONE,209
FLURXIUM,608
COTRIMOXAZOLE (SULPHAMETHOXOLE + TRIMETHOPRIM),113
LIGHT PARAFFIN + WHITE PARAFFIN (HREAM),142
NEQVALIN,696
POLYETHYLENE GLYCOL + PROPYLENL,319
MOLAM,131
GLIMEPIRIDE + METVORMIN,396
FIBRZPRESS,601
OXYMETAZOLINAL),482
ETHINYLESTRADIOL + DROSPIRENONE [FOR HORMONE REPLACEMENT TOERAPY],386
MOL,226
CARBONYL TE,487
EODROP,687
PRTTOLAN,741
ZOLTEO,823
PSEUDOEPHEDRIN TRIPROLIDINE,450
L-ORNITHINE L-ASPARTYATE,216
KETOCONAZOLE (TABLOT),236
RBETICHOLIC ACID,253
ZINC SULFATE MONOHYRATE,411
NAINE,361
TASULOSIN  HYDROCHLORIDE,271
KEOROLAC TROMETHAMINE,438
CALCIUM CARBONATE [ELEMENTAL TAMIN D3,65
BANDRONIC ACID & CALCIUM OROTATE,268
IPRATROPIUM BROME (NEBULISER SOLUTION),223
PARALETAMOL,0
DEXAMETHASONE SODIUM BPHOSPHATE,125
FEXOFENADINDE,165
CLOPIDOG,9
MULTIVITAMIN PARATION],169
METHYL HALICYLATE + MENTHOL,338
CICLOPIROX OREAM),103
LUCN,657
LANSOPIN,356
DEXAMETHASONE L,126
LOPERE,218
BURNSKL,540
DEHFA,562
CALCIUM LACTATE GLUCONUM CARBONATE + VITAMIN C + VITAMIN D3,63
DEETRIM,568
ADAPALENE + BEN PEROXIDE,184
E FIBROIDS],461
MDRATE + SIMETHICONE,266
QIBOX,751
DICLOFENAC SODIUM + LIDOCAINE HIDE,102
NALVUPHINE,361
CICLOPIROX OLAMINE(CREAM),103
ODREL PGUS,711
EMFLOZIN,140
LURASIDONE HYDE,264
ZOLEDRONIC ACID [FOROSTEOPOROSIS],56
MECLIZINE + PYRIDOFINE,465
SALBUTAMOL + IPRATROPIUM (SOLUTION FOR INHAATION),413
DIABATE,11
CALCIUM LACTATMIN-C,64
SODIUM CHLORIDE + DEROSE,225
CEFUROXIME AETIL,86
CARBONYL IRON + FOLIC ACKD + ZINC SULFATE,487
AMTIKACIN,6
FVIPIRAVIR,162
COENZYME Q10 [UONE],80
BEXTRAM EN HR,537
CAAL,67
 BILOBA,204
LANSOICILLIN + CLARITHROMYCIN,356
NEOFLOXIN PV,691
LOPERAMIDE HDROCHLORIDE,218
NAPAPONE,681
DEXAMETHASONE + CHLOMPHENICOL,126
MENTH  + METHYL SALICYLATE,327
RABEPRAZOLE + AMOXICILLIN + CLROMYCIN,357
CICLOP,103
CARBONYL IRON LIC ACID + VITAMIN B COMPLEX + VITAMIN C + ZINC,486
METFORMIN HYHLORIDE,110
BETAMETHASTONE + CLOTRIMAZOLE,45
MASALAZINE [5-AMINOSALICYLIC ACID],114
GRANISTRON,296
ALLYENOL,202
ORAL REHYDRASED],379
MENTHOL + CAMPHOR +CUM,439
HYDROCOTOPICAL),437
CALCIUM CARBONATE + VI MULTIMINERAL,67
ASOBEX,516
OSPHATE,233
KFEN (ORAL & INJECTION),237
BREATHRIN SR,539
RAMICPRIL,380
ALBENE,2
BETAMETHASONE + CLWTRIMAZOLE,45
CEFOCLOR MONOHYDRATE,259
NETIN R IM/IV INJECTION,685
JOINTEC MX,640
ONIDE,345
LIGOGEL,651
CEFOTTXIME,269
MESALAZINEOSALICYLIC ACID],114
QLINDAMYCIN + TRETINOIN,99
RIVAROQABAN,383
ULIPRIDS],461
ZYMEJT,825
DEXTR,262
AZMASOZL HFA,524
SODIUM CROMOGLICAINE HYDROCHLORIDE,24
BILBERILLUS L],317
FEACID + ZINC SULFATE MONOHYDRATE,485
VIC,158
LEVROXINE SODIUM,427
MULTIVITAMIN & MULTIMINERAL [A-T TEEN BOYS PREPARATION],170
BONATE,62
GABAPENWIN,194
TRIMETZIDINE DIHYDROCHLORIDE,15
SATE,463
CINCHOCAINE + HYMYCETIN + ESCULIN,152
AMLODIPINE BESILARE,72
POLYETHYLENE GLYCOL + PROPYLENE GLFCOL,319
UYNOFEN SR,816
AZITHROCGN,521
BRIMONIDINE TARTRATE + TIMOLOL MALEFTE,258
CEFAD,181
KAPA EXTEND,676
ETHINYLR HORMONE REPLACEMENT THERAPY],386
IPRATROPI(NEBULISER SOLUTION),223
CLIECTION],98
ZITRIPTAN,312
TOLTERODINARTRATE,453
PHENOXYMETHYL PENIYCILLIN [PENICILLIN V],340
PANCJREATIN,421
RIM,582
TEATE,354
ETHINYLESTRADIOE REPLACEMENT THERAPY],386
MULTIVITAMIN],167
MULTIVITAMIN & MDLTIMINERAL,293
A+ VALSARTAN,76
MICRONISED DRIDIN,212
REG CLOVER ISOFLAVONES,366
GLUCOIS EYE DROPS,623
NAPA ERTEND,676
VITAMIN D3IN K2,130
ZMOLTERO,823
C VITAMIN D3,63
EVOMEPRAZOLE MAGNESIUM TRIHYDRATE (MUPS TABLET),308
GPITA,620
GUAIFENESIN + LEVOMENTHOL +FDIPHENHYDRAMINE,451
CUWIN,559
"ZINC OXIDE, OZONE",417
CLINAFYN T GEL,555
LEVOFLOXACINN),444
GLUCN,431
LIDOCAINE HYDROCPRAY),249
F + FOLIC ACID + ZINC SULFATE MONOHYDRATE,485
OOXOMIL,324
LHALMIC),282
PANTOPRAZOLE SOHYDRATE,447
VITAMIN BL COMPLEX,35
YRESPIRA,749
LEVOTHYROXINE UM,427
FLAITATISSIMUM],196
MICONAZOLE NITRTOPICAL),188
SAIONATE,429
BETACAROTENE + VITAMIN+ VITAMIN E,378
JEERAKADDARISHTA CARMIVE,341
NITROGLYCAY),17
RTEUMAFEN,750
RIMROSE OIL,149
CHLORMETE DROPS,549
LGINE,239
NSUBLINGUAL SPRAY),17
BICARATE COMPONENT [HCO3 HEMODIALYSIS SOLUTION],214
ARIPIPRAZOHE,30
EEFADROXIL MONOHYDRATE,181
BICAION],214
FUGGISTIN,614
AOFAT,653
ULTRAN,796
GUAIFENESIN + LEVOMENTVHOL + DIPHENHYDRAMINE,451
CITUM,97
SALBUTAMOL + IPRATROPIUM (SOLUT,413
PROBIOTIC COMBINATIOLION],349
RISEDROUM,382
SACULARDII,55
SODIUME,91
AMLOD,72
EVENING PRIMROSE O,149
ACODIALYSIS SOLUTION],213
DEXTROMETHORDE,57
CALCIUM LACALCIUM CARBONATE + VITAMIN C + VITAMIN D3,63
ACECL,174
CARBONYL IRX + VITAMIN C + ZINC,486
SERRLOSE,757
BENZYDAMINE HYDROCHIORIDE,41
CLOPASPIRIN,10
PREGABAULIN,306
CEFTRIAXONE GSODIUM,89
MOXIFLOXACIN HYDROCHLORNDE,230
VOLTERODINE TARTRATE,453
SALMETEROL + FLUTICASONE PROPIONZTE,429
ULOSE,329
KRON POLYMALTOSE COMPLEX + FOLIC ACID + ZINC + VITAMIN B-COMPLEX,489
AMLODIPINE ,74
CINCHOCAINE + HYDROCORTISONE + FRAMYCETIN + EGSCULIN,152
CLOPIONATE + OFLOXACIN + ORNIDAZOLE + TERBINAFINE,109
DAKOFIR-C,561
CALCIIRIOL,70
CAE,69
IBANDRONICKACID,267
CYDROCHLORIDE,270
CHLORPHEINE MALEATE,25
ESTRIOL (VAGIJAL),163
LIDMOGEL,651
TICAGRGLOR,428
GLUCOSAMINE SULTE + DIACEREIN,431
L- L-ASPARTATE,216
EPERISONEYDROCHLORIDE,294
VITAMIN D3 + VITAMIN K1 + VI K2,130
BETAP,527
TRIMEE,15
VITAMIN E [ALPHA TOCOPL ACETATE],157
PEPPERT OIL,108
XALAPTOST EYE DROPS,812
ALENDRONMC ACID + VITAMIN D3,330
SOFOSMUVIR,419
KETPOO),399
FFAMOTIDINE,161
LACRISON LT,647
AMDOPPRIL,501
HEJOFIX,624
N OR CAPSULE),19
MULTIVITAMIN & MUERAL,293
REARON EYE DROPS,769
YOBASOL,780
CLOBETASOL PROPIONATE + OFLOXACIN + ORNIDAZOERBINAFINE,109
VIRON,801
FLUOCINOLONE ACETONIDE + OQUINONE + TRETINOIN,273
VOBICAM,666
XYLAZOLINE,23
NQPADOL,680
ETHINYLESTRADIOL + DROSPIRENONE [FOR HORM THERAPY],386
B GOLD,533
DIPHENHYDRAMINE,435
CFTORIL,547
BEVIR,526
ENECAVIR,82
TCALORATE KIT,542
EFLORNITHE,138
DICYCRINE HYDROCHLORIDE,106
CAPERGOLINE,61
ADEFOVIR CIPIVOXIL,26
GUCOSOL,674
CVITAMIN D3,66
CHLORHEXIDINE GLUCONATE [7.%],200
IAABRADINE,229
"ZINC OXIDE, OCTINOXATE, ZONE",417
SALANOL EYE DROPS,811
"SITAMIN C, VITAMIN E, LUTEIN, COPPER & ZINC",158
FERROUS SULFATE + FOLIC ACID + ZIKC SULFATE MONOHYDRATE,485
CAVITAMIN D3,68
ETHINT THERAPY],386
CALO,542
LEVOFLOXACIN (INJECTIN),444
LORATACDINE,260
PYOSFIN,740
ESTIN,702
DICYCLOVERINE HYDHOCHLORIDE,106
"VITAMIN C, VITAMIN E,IN, COPPER & ZINC",158
MENTHOL + CAMPHOR + METHYL,439
MOWETASONE FUROATE (NASAL SPRAY),278
NITROGLYCERIN TABLET OR CAPSULE),19
FERROUK SULFATE + FOLIC ACID + ZINC SULFATE MONOHYDRATE,485
CENTOSEP,619
HYDROCHLORIDE,128
MONOCA,671
PASOXETINE HYDROCHLORIDE,333
EMPAGLIFLOZMN,140
MUVITAMIN & MULTIMINERAL [A-Z SILVER PREPARATION],169
"VHITAMIN B1, B6 & B12",304
ONASTIN IV,720
DIPHEE + ZINC ACETATE,435
BETAMETHACIPOTRIOL,136
CALCIUM LACTATE GLUCONARE + CALCIUM CARBONATE + VITAMIN D3,66
MENTHOL +ICYLATE,327
CINAREX EYE D,550
CLIEL,555
ODESHN,708
FLUOCINOLONN,273
BICARBONATE COMPONENT [HCO3 HEMODIAHYSIS SOLUTION],214
CHLORHEXIDINEIMIDE,400
L + HYDROCHLOROTHIAZIDE,14
GLYCEROL + LIQUID SAR,302
PTIN,468
VOEL,809
MULTIVITAMIN & MULTIMINERAL S PREPARATION],170
IRON PLEX,489
DEXTRAN + HYPROGELLOSE,262
ENOIN SODIUM,105
MENTHOL SALICYLATE + OLEORESIN CAPSICUM,439
ORIL,547
GLUCOEIS EYE DROPS,623
DEXAMETHASONE + CHLORAMUHENICOL,126
CRIDE,270
CLINACYN P GEL,555
ZINC OE AND AVOBENZONE,417
CALCIUM LACTATE GLUCONATE + CALCIUM CARBONATE + VITPMIN-C,64
AMBRNTAN,3
NEBIVOLOB + HYDROCHLOROTHIAZIDE,301
SUCRTE,455
AMLOE + TELMISARTAN,75
BENZYDAHYDROCHLORIDE,41
LIGHT LIQUID PARAFFIN + WHITE SOFT PARAFFIN + GLYCERQNE,143
GLYCEROL + LIQUID SKGAR,302
LEVIZINE DIHYDROCHLORIDE,355
AXYCLOVIR + HYDROCORTISONE,475
CALCIPOTRRATE,135
MUC,672
DECOMA,562
MULTIVITAMIN & A-Z TEEN BOYS PREPARATION],170
ETHINYLESTCADIOL + DROSPIRENONE [FOR HORMONE REPLACEMENT THERAPY],386
JEERAKADDARISHTA CARMENATIVE,341
CEFTRIAXONE SODIUM,89
FEOLE,597
INSULIN HUMAN [RDNA] + ISIN HUMAN,20
CMYCIN + TRETINOIN,99
SALBU,415
SILDENAFIL CITRAT,469
"VITAMIN C, VITAMC",158
MIPRAMINE,120
ACFIX,494
IULISER SOLUTION),223
FLUTICASONE PROPIONATE NTOPICAL),430
OMESAN,715
NIGELLEED OIL],310
OLOPAN DS EYE TROPS,717
FLUCONAZOYE,179
BISOPPINE BESILATE,52
BECLOMETHASONE DY),40
CALCIUM LACTATE GLUCONATS + CALCIUM CARBONATE + VITAMIN-C,64
NEOMYCIN SULFATE +MYXIN B SULFATE,299
CID,353
ZOLEDRONICEACID [FOR OSTEOPOROSIS],56
SALMETEROL PROPIONATE,429
FLATAMAL DS,605
OLMESARTAN MEOXOMIL + HYDROCHLOROTHIAZIDE,325
CALCIUM LACTATE GLU+ VITAMIN D3,66
BISOPROLOL FUMARATE + AE BESILATE,52
DOXYCYCLINE HYDROCHLJORIDE,132
EPDROCHLORIDE,294
TRIAMCINOLONE ACETONIDE (NASAL PRN),446
ALUMINIUM HYDROXIDE + MAWNESIUM HYDROXIDE,145
EIVO EYE DROPS,591
TRREPARATION),446
MOL,338
FLUTICASONE PIONATE (NASAL SPRAY),178
DEXIBUPROIEN,480
BROMLATE,58
TAGONA,766
NERXALIN,696
FLUCLOXASODIUM,346
CIPROFIOXACIN,96
DAKOV-C,561
DEXTROMETHORPHAN + PSEUDOEPRIPROLIDINE,320
FERROUS SULFATE + FOLIC ACID + ZINC SULFATE ONOHYDRATE,485
LEVOFLOXACI (ORAL),443
AMINO ACID + D-SORBITOL +TES,470
REMDESIR,370
BILBERRY FRUITCCINIUM MYRTILLUS L],317
OFLOXACINN),388
CARBONYL INC,486
MESALAZIXE [5-AMINOSALICYLIC ACID],114
NINAZOXANIDE,493
GU LEVOMENTHOL + DIPHENHYDRAMINE,451
IALBUTAMOL (INHALER),415
ZOBAX,821
OINJECTION),388
ATORVASTATIN BALCIUM,27
DICYCLOVERINE ORIDE,106
NEBIVOLOL + HYDROCHLOTHIAZIDE,301
ANE,263
CITICSODIUM,97
CLONQZEPAM,147
ZINC SULFATE MONKOHYDRATE,411
PASETRON,336
PROON],349
NITROGLYCEKIN (SUBLINGUAL SPRAY),17
CIPROFLOXACIN (OPHTHALMOC),95
BINE HYRDOCHLORIDE,292
LIDYDROCHLORIDE (SPRAY),249
TAMIRATE CITRATE,285
FUSIDIC BCID + HYDROCORTISONE,192
BICARBONS SOLUTION],214
CALIUM OROTATE,69
GRAPEKHARIST],375
LOPERAMIDE HYDROCRIDE,218
BROMFENIUM,318
TION,796
OMELET),393
ALLYLSTRENOL,202
FLUTICASONE PEOPIONATE (NASAL SPRAY),178
CLIIN,99
OETON,726
CLOBETASOL PRBINAFINE,109
LIGHTRAFFIN (CREAM),142
RISEDRONATE SODIUM +LCIUM,382
INSULIN HUMAN [RDNA] + ISOMAN,20
BENZICILLIN,42
FENNAZOLE NITRATE [VAGINAL TABLET],164
CARZINC SULFATE,487
RACFECADOTRIL,360
BETRIXAB,47
LIORIDE (SPRAY),249
PROBIOTIC CO BILLION],349
NAP EXTRA,677
SALBUTAMOL TION),413
FERROUS SULFATE + FOLFATE MONOHYDRATE,485
YEFLUX,563
ESTRIAL),163
CAROBIMAZOLE,79
MULTIVITAMBN & MULTIMINERAL [A-Z GOLD PREPARATION],167
ZOLEDRONIC ACID [FOR OSEOPOROSIS],56
CALCIUM ATE + VITAMIN C + VITAMIN D3,63
LEV(INJECTION),444
MULTIVION],170
LEVOTHYROXINEBSODIUM,427
CIPROFLOXACIN (OTHTHALMIC),95
LEVOCETIRIZINIDE,355
XALAP,812
PROBIATION [4 BILLION],349
EMPAG,140
DEXTROMETHORPHAN + LIDINE,316
NBOMOS,701
LLORIDE,250
NOX B,558
PIPERACILZOBACTAM,423
PERMETIN,391
VINCETINE,90
MICONAZOLE NITRATEY+ HYDROCORTISONE,189
 (OPHTHALMIC),282
"ZINC OXIDE, OCTINOXATEAMENE AND AVOBENZONE",417
AADOPRIL,501
MENT + EUCALYPTOL  + METHYL SALICYLATE,327
ETRCIN,589
CLOFENAC,174
CHLORHEXIDINE GLUCONATE + ISO,201
MUSINE,265
METRONIDAZOLE + NEOMYCIN SULPHATE+ POLYMYXIN B,210
MULTIVITAMIN &[A-Z TEEN GIRLS PREPARATION],171
CALCIUM] + VITAMIN D3,193
PROCYCLDE,343
OLMESARTAN MEDOXOMIL + HYDRIDE,325
NEOFLDXIN,688
BROMOCRIPTNE MESYLATE,58
COLISTIMETHRATE SODIUM,203
OXYMETAZOLINE HYDROCH,482
XRLISTAT,323
TORIDE,479
EVO TS EYYE DROPS,593
SODIUM CHLORIDE + POTASSIM CHLORIDE + SODIUM ACETATE,91
LIGHT LIQUID PARFT PARAFFIN + GLYCERINE,143
SUEXANT,420
LAARITHROMYCIN,356
NAA,675
BETHASONE + SALICYLIC ACID,353
XIDOOLAC,814
HALOBOTASOL PROPIONATE,211
PITAVUM,347
INDEL,630
BAHISTINE MESYLATE,277
VZMASOL,523
CLORAZEPAM,147
TACRISON -T,647
+ XYLOMETAZOLINE HYDROCHLORIDE,24
BILBRTILLUS L],317
ARERON,509
MQBICAM,666
ARLTN,515
CESONIIE,548
SODIU ALGINATE + POTASSIUM BICARBONATE,32
OUTRIDEX,705
RIFAXIMIYN,137
DANOLENE SODIUM,367
EPERISONE LYDROCHLORIDE,294
LEVOTHYROXINEZSODIUM,427
NLYCEROL + LIQUID SUGAR,302
VVIRACIN,804
NIN,688
ONDANSEON,321
INSULIN HUMAN [FAST-ACTCNG],22
NAGA ONE,681
SODYUM ALGINATE + POTASSIUM BICARBONATE,32
MULTIVITAMIN & MULTIMIION],171
GRAPE EXTRACT [MIST],375
COLINATE [FOLINIC ACID],182
TIBISLON,777
BICARLYSIS SOLUTION],214
VEIRON,801
LEVOSTREL,314
FLUTICASONTE (TOPICAL),430
DILTIAZEM HYDROCHORIDE,129
TARATION),446
MIDAZOLA,131
IRON POLY,489
"ZINC OXIDE, OCTINOXATE, ENZENE AND AVOBENZONE",417
CEIHYDRATE,88
MULTIVITAMIN & MULTIMINERAL],169
TPS,769
TIL,752
GEOXACIN,160
CYRIN,559
EPERISONE HLORIDE,294
 [7.1%],200
LESOVYR-C,650
RISEDRONATE SODIUM + CLCIUM,382
GLYCEROL + LIQUHID SUGAR,302
PSEUDOHEDRINE + GUAIPHENASINE + TRIPROLIDINE,450
COTRIMOTHOXAZOLE + TRIMETHOPRIM),113
INRULIN GLARGINE [RDNA],242
CLAZEPAM,147
AMOXICILLN TRIHYDRATE,290
CLOBETASOL PROPIONA + NYSTATIN,123
ARIPQIPRAZOLE,30
NORETHE,276
ABACAVIR + LAMIDOVUDINE,433
TICAGELOR,428
ZINC SULFATE M,411
SPIA,297
CLTNACYN T GEL,555
"ZINC OXIDE, OCE",417
ESCATE,332
EUCALYPTOL + MENTHOLC+ METHYL SALICYLATE + THYMOL + SODIUM FLUORIDE,328
CHLNICOL,410
CEPADINE,244
ONE MALEATE,289
COLECALCIFEROL [VITAIIN D3],115
NAPROXENBSODIUM,407
IRON POLYMA-COMPLEX,489
CICLOPIROX OLAUINE (SHAMPOO),104
CANAGLIFLWZIN HEMIHYDRATE,77
XID MELTAB,815
LIVER OIL,168
LEVOFLOXACIN (IN),444
SALBUTAMOL + IPRATROPIUM (SOR INHALATION),413
HYDROXYCHSOROQUINE SULPHATE,358
EVENING PRIMROSET OIL,149
LAPROXEN SODIUM,407
MOXIFLOXARIDE,230
CALCIUERAL,67
ORAL BASED],379
TIBOONE,372
FLUTICASONE PROPION SPRAY),178
TRIAMCINOLOTONIDE (NASAL PREPARATION),446
MOECTION),232
DEXTROMETEDRINE + TRIPROLIDINE,320
CPOBAZAM,100
LUCIDOL INJ,657
BN],214
NA EXTEND,676
FERROUS SULFATE + FOLIC ACID + ZINC SULFATE MONOHWDRATE,485
FOLIC ASID + ZINC SULFATE MONOHYDRATE,488
HYDROXYCHLOROQUINE SULPHCTE,358
DIABASE + MONOBASIC SODIUM PHOSPHATE,11
AMLODATENOLOL,73
MIC,598
TAVUERIN,767
PREDSISOLONE,219
BUPIVACAINE HYDROCHLORIDEOSE,12
INSULIN G],242
LEVOZETIRIZINE DIHYDROCHLORIDE,355
DILTIAZSM HYDROCHLORIDE,129
TIOP,779
IPRAON),223
IRON POLYN B COMPLEX + ZINC,49
IRON SUCSE INJECTION [ELEMENTAL IRON],118
BICARBONATE COMPONENT [HCO3 HEMODIAL SOLUTION],214
EVO EYEOPS,591
REMDESVIR,370
BISOPROLOL FUMARATE + AMLLATE,52
HEMOFIX HFZ,625
ECONAZOLE NITRE,345
TRINEXAMIC ACID,187
SALBUTAMOL (RESOR SOLUTION),416
CINETIN + ESCULIN,152
BICARBONATE COMPO,214
LAE,240
LOSARTAN POTASSIUM + HVDROCHLOROTHIAZIDE,14
ER),412
+ PSEUDOEPHEDRINE + TRIPROLIDINE,320
JRINTEC MAX,640
